sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,51.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Female,45.0,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Male,43.0,Black,Divorced,HS-grad,United-States,Private,Adm-clerical,
Male,31.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Sales,<=50K
Male,31.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Male,45.0,Asian-Pac-Islander,Married-civ-spouse,Some-college,Philippines,Private,Craft-repair,<=50K
Female,20.0,Black,Never-married,Bachelors,United-States,Private,Sales,<=50K
Male,25.0,White,Never-married,Bachelors,United-States,Private,Tech-support,<=50K
Female,36.0,White,Widowed,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,31.0,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Male,56.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,26.0,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Female,,White,Divorced,Some-college,United-States,Self-emp-not-inc,Exec-managerial,
Male,40.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K
Female,32.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,34.0,Black,Never-married,Masters,United-States,State-gov,Prof-specialty,<=50K
Male,37.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,38.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,19.0,Asian-Pac-Islander,Never-married,Assoc-voc,United-States,Private,Other-service,<=50K
Female,49.0,White,Divorced,9th,United-States,Private,Handlers-cleaners,<=50K
Female,26.0,White,Never-married,Assoc-acdm,United-States,Private,Prof-specialty,<=50K
Male,82.0,White,Married-civ-spouse,7th-8th,United-States,Private,Handlers-cleaners,<=50K
Male,40.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,
Male,28.0,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Male,23.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,19.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,67.0,Black,Widowed,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,43.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,41.0,Other,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Female,37.0,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Male,20.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,40.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Male,47.0,White,Separated,Masters,United-States,Private,Exec-managerial,
Male,40.0,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K
Female,39.0,White,Never-married,Bachelors,United-States,State-gov,Exec-managerial,<=50K
Female,24.0,Black,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,49.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,66.0,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,52.0,White,Never-married,HS-grad,United-States,Private,Prof-specialty,<=50K
Male,59.0,White,Divorced,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K
Female,72.0,White,Widowed,HS-grad,Cuba,Private,Priv-house-serv,<=50K
Male,35.0,White,Never-married,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K
Female,,White,Married-AF-spouse,Bachelors,United-States,Private,Exec-managerial,
Male,36.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Female,26.0,White,Separated,HS-grad,United-States,Private,Tech-support,<=50K
Male,23.0,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Male,39.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,40.0,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Male,29.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,38.0,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Male,63.0,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,58.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,>50K
Female,30.0,White,Divorced,HS-grad,United-States,Private,Exec-managerial,
Female,38.0,Black,Never-married,HS-grad,United-States,State-gov,Other-service,<=50K
Female,25.0,White,Never-married,5th-6th,Mexico,Private,Adm-clerical,<=50K
Male,44.0,White,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K
Female,43.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Adm-clerical,>50K
Male,21.0,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K
Male,41.0,White,Never-married,Assoc-acdm,United-States,Local-gov,Exec-managerial,<=50K
Male,38.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,29.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,52.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Female,47.0,White,Divorced,HS-grad,United-States,Private,Exec-managerial,
Male,28.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Prof-specialty,>50K
Male,30.0,Asian-Pac-Islander,Married-civ-spouse,Masters,China,State-gov,Prof-specialty,<=50K
Male,30.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Male,40.0,White,Divorced,Assoc-acdm,United-States,Private,Exec-managerial,>50K
Female,27.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,26.0,White,Never-married,HS-grad,United-States,Private,Protective-serv,<=50K
Male,32.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,36.0,White,Never-married,Bachelors,United-States,State-gov,Adm-clerical,<=50K
Male,26.0,Black,Never-married,12th,United-States,Private,Transport-moving,<=50K
Male,,Black,Never-married,Some-college,United-States,Private,Transport-moving,
Female,39.0,White,Divorced,Some-college,Poland,Private,Tech-support,<=50K
Male,27.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Tech-support,<=50K
Male,24.0,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,38.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,>50K
Male,35.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,29.0,White,Never-married,Assoc-voc,United-States,Private,Tech-support,<=50K
Female,49.0,Black,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,36.0,White,Married-civ-spouse,9th,United-States,Private,Machine-op-inspct,<=50K
Male,47.0,White,Married-civ-spouse,Doctorate,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,21.0,White,Never-married,Some-college,United-States,Private,Other-service,
Female,35.0,Asian-Pac-Islander,Never-married,Bachelors,Philippines,Private,Prof-specialty,>50K
Male,38.0,White,Married-civ-spouse,1st-4th,Mexico,Private,Handlers-cleaners,<=50K
Male,45.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Female,19.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,18.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,37.0,White,Married-civ-spouse,Prof-school,United-States,Private,Exec-managerial,<=50K
Female,49.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,33.0,White,Married-civ-spouse,Assoc-voc,United-States,Local-gov,Protective-serv,>50K
Male,27.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Female,34.0,White,Divorced,Some-college,United-States,Local-gov,Adm-clerical,
Female,54.0,Asian-Pac-Islander,Married-spouse-absent,Masters,China,State-gov,Prof-specialty,<=50K
Male,24.0,White,Never-married,Some-college,United-States,Self-emp-inc,Transport-moving,<=50K
Male,44.0,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,48.0,White,Separated,Bachelors,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,23.0,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,29.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,21.0,White,Never-married,Assoc-acdm,United-States,Private,Other-service,<=50K
Female,18.0,White,Never-married,12th,United-States,Private,Other-service,<=50K
Female,18.0,Other,Never-married,9th,United-States,Private,Sales,<=50K
Male,,White,Divorced,HS-grad,United-States,Private,Craft-repair,
Male,29.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Female,41.0,Black,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,32.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,61.0,Black,Divorced,10th,United-States,Private,Other-service,<=50K
Male,79.0,White,Married-spouse-absent,HS-grad,United-States,Private,Prof-specialty,<=50K
Male,34.0,White,Divorced,Assoc-acdm,United-States,Private,Machine-op-inspct,<=50K
Male,46.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,50.0,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Sales,>50K
Male,29.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,23.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,
Female,64.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,70.0,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,>50K
Female,28.0,White,Never-married,Assoc-acdm,United-States,Local-gov,Adm-clerical,<=50K
Male,51.0,White,Married-civ-spouse,Assoc-voc,Greece,Private,Handlers-cleaners,<=50K
Male,34.0,White,Divorced,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Male,29.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,49.0,Asian-Pac-Islander,Married-spouse-absent,Bachelors,Philippines,Private,Other-service,<=50K
Male,77.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,<=50K
Female,32.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,27.0,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,
Female,22.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,35.0,White,Married-civ-spouse,HS-grad,Cuba,Local-gov,Craft-repair,>50K
Male,42.0,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Protective-serv,>50K
Male,35.0,White,Divorced,HS-grad,United-States,State-gov,Machine-op-inspct,<=50K
Male,33.0,White,Married-civ-spouse,HS-grad,United-States,Private,Protective-serv,<=50K
Female,45.0,White,Widowed,Some-college,United-States,Private,Exec-managerial,<=50K
Female,19.0,White,Married-spouse-absent,Some-college,United-States,Private,Sales,<=50K
Male,38.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Male,26.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,,White,Never-married,Bachelors,United-States,Private,Exec-managerial,
Male,33.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,35.0,White,Divorced,HS-grad,Puerto-Rico,Self-emp-not-inc,Farming-fishing,<=50K
Male,42.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Female,20.0,White,Never-married,Assoc-voc,United-States,Private,Other-service,<=50K
Male,43.0,White,Married-civ-spouse,Masters,United-States,Federal-gov,Prof-specialty,>50K
Male,69.0,Black,Married-civ-spouse,11th,United-States,Private,Prof-specialty,<=50K
Male,39.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,37.0,White,Married-civ-spouse,HS-grad,Portugal,Private,Machine-op-inspct,<=50K
Male,28.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,26.0,White,Never-married,Bachelors,United-States,Federal-gov,Tech-support,
Male,32.0,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,43.0,White,Divorced,Bachelors,United-States,Federal-gov,Exec-managerial,>50K
Male,49.0,White,Married-civ-spouse,HS-grad,Hungary,Private,Exec-managerial,<=50K
Male,28.0,White,Separated,7th-8th,Mexico,Private,Other-service,<=50K
Male,35.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,35.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Craft-repair,>50K
Female,57.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,45.0,White,Married-civ-spouse,9th,United-States,Private,Transport-moving,<=50K
Male,23.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,45.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,
Female,42.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,35.0,Asian-Pac-Islander,Married-civ-spouse,Bachelors,Vietnam,Private,Other-service,<=50K
Male,45.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,28.0,White,Never-married,Bachelors,United-States,Federal-gov,Exec-managerial,<=50K
Male,64.0,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-inc,Craft-repair,<=50K
Female,44.0,White,Separated,Prof-school,United-States,Local-gov,Prof-specialty,<=50K
Male,59.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,>50K
Male,41.0,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,21.0,Black,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,,White,Never-married,Assoc-voc,United-States,Self-emp-not-inc,Adm-clerical,
Male,51.0,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,>50K
Male,22.0,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,49.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,53.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Sales,>50K
Female,38.0,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,23.0,White,Separated,Some-college,United-States,Private,Craft-repair,<=50K
Female,20.0,White,Never-married,HS-grad,Mexico,Private,Other-service,<=50K
Female,40.0,White,Divorced,Bachelors,United-States,Private,Craft-repair,<=50K
Female,25.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,27.0,White,Divorced,Some-college,United-States,Private,Tech-support,
Male,20.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,37.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Male,40.0,White,Never-married,HS-grad,United-States,Local-gov,Other-service,<=50K
Male,28.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,38.0,White,Separated,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
Female,42.0,White,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,32.0,White,Divorced,Assoc-acdm,United-States,Federal-gov,Protective-serv,<=50K
Male,20.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,62.0,White,Married-civ-spouse,Bachelors,United-States,State-gov,Adm-clerical,<=50K
Male,31.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,
Male,31.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,24.0,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,62.0,Black,Widowed,7th-8th,United-States,Local-gov,Other-service,<=50K
Male,43.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Craft-repair,>50K
Male,21.0,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K
Male,30.0,White,Divorced,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K
Male,18.0,White,Never-married,10th,United-States,Private,Handlers-cleaners,<=50K
Female,59.0,White,Divorced,Masters,United-States,Local-gov,Prof-specialty,<=50K
Male,24.0,White,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Transport-moving,>50K
Male,,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,
Male,19.0,White,Never-married,11th,United-States,State-gov,Other-service,<=50K
Male,48.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K
Male,32.0,White,Married-civ-spouse,Prof-school,United-States,Private,Sales,>50K
Female,33.0,White,Never-married,10th,United-States,Private,Machine-op-inspct,<=50K
Male,23.0,Black,Never-married,Bachelors,United-States,Private,Sales,<=50K
Female,33.0,White,Never-married,Prof-school,United-States,Federal-gov,Prof-specialty,>50K
Male,50.0,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Exec-managerial,>50K
Male,30.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,32.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Prof-specialty,<=50K
Male,39.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,
Female,21.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,23.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,32.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
